,CustomerID,Week,Utilisation,PaymentRatio,HardInquiries,DefaultLabel,TotalBalance,Limit,NumCredit,NumChecking,NumSavings,Age,Tenure,CreditScore,HomeCity,AnnualSalary
0,C000005,1,0.0,0.0,1,0,300.342310530943,,0,1,0,53.84044406467309,7.325337186630032,781.4387832676174,0.2911392405063291,49665.18770258372
1,C000005,2,0.0,0.0,0,0,300.342310530943,,0,1,0,53.84044406467309,7.325337186630032,781.4387832676174,0.2911392405063291,49665.18770258372
2,C000005,3,0.0,0.0,1,0,300.342310530943,,0,1,0,53.84044406467309,7.325337186630032,781.4387832676174,0.2911392405063291,49665.18770258372
3,C000005,4,0.0,0.0,0,0,300.342310530943,,0,1,0,53.84044406467309,7.325337186630032,781.4387832676174,0.2911392405063291,49665.18770258372
4,C000005,5,0.0,0.0,0,0,300.342310530943,,0,1,0,53.84044406467309,7.325337186630032,781.4387832676174,0.2911392405063291,49665.18770258372
5,C000005,6,0.0,0.0,0,0,300.342310530943,,0,1,0,53.84044406467309,7.325337186630032,781.4387832676174,0.2911392405063291,49665.18770258372
6,C000005,7,0.0,0.0,0,0,300.342310530943,,0,1,0,53.84044406467309,7.325337186630032,781.4387832676174,0.2911392405063291,49665.18770258372
7,C000005,8,0.0,0.0,1,0,300.342310530943,,0,1,0,53.84044406467309,7.325337186630032,781.4387832676174,0.2911392405063291,49665.18770258372
8,C000005,9,0.0,0.0,0,0,300.342310530943,,0,1,0,53.84044406467309,7.325337186630032,781.4387832676174,0.2911392405063291,49665.18770258372
9,C000005,10,0.0,0.0,0,0,300.342310530943,,0,1,0,53.84044406467309,7.325337186630032,781.4387832676174,0.2911392405063291,49665.18770258372
10,C000005,11,0.0,0.0,0,0,300.342310530943,,0,1,0,53.84044406467309,7.325337186630032,781.4387832676174,0.2911392405063291,49665.18770258372
11,C000005,12,0.0,0.0,0,0,300.342310530943,,0,1,0,53.84044406467309,7.325337186630032,781.4387832676174,0.2911392405063291,49665.18770258372
12,C000005,13,0.0,0.0,1,0,300.342310530943,,0,1,0,53.84044406467309,7.325337186630032,781.4387832676174,0.2911392405063291,49665.18770258372
13,C000005,14,0.0,0.0,0,0,300.342310530943,,0,1,0,53.84044406467309,7.325337186630032,781.4387832676174,0.2911392405063291,49665.18770258372
14,C000005,15,0.0,0.0,1,0,300.342310530943,,0,1,0,53.84044406467309,7.325337186630032,781.4387832676174,0.2911392405063291,49665.18770258372
15,C000005,16,0.0,0.0,1,0,300.342310530943,,0,1,0,53.84044406467309,7.325337186630032,781.4387832676174,0.2911392405063291,49665.18770258372
16,C000005,17,0.0,0.0,0,0,300.342310530943,,0,1,0,53.84044406467309,7.325337186630032,781.4387832676174,0.2911392405063291,49665.18770258372
17,C000005,18,0.0,0.0,1,0,300.342310530943,,0,1,0,53.84044406467309,7.325337186630032,781.4387832676174,0.2911392405063291,49665.18770258372
18,C000005,19,0.0,0.0,2,0,300.342310530943,,0,1,0,53.84044406467309,7.325337186630032,781.4387832676174,0.2911392405063291,49665.18770258372
19,C000005,20,0.0,0.0,2,0,300.342310530943,,0,1,0,53.84044406467309,7.325337186630032,781.4387832676174,0.2911392405063291,49665.18770258372
20,C000005,21,0.0,0.0,0,0,300.342310530943,,0,1,0,53.84044406467309,7.325337186630032,781.4387832676174,0.2911392405063291,49665.18770258372
21,C000005,22,0.0,0.0,1,0,300.342310530943,,0,1,0,53.84044406467309,7.325337186630032,781.4387832676174,0.2911392405063291,49665.18770258372
22,C000005,23,0.0,0.0,0,0,300.342310530943,,0,1,0,53.84044406467309,7.325337186630032,781.4387832676174,0.2911392405063291,49665.18770258372
23,C000005,24,0.0,0.0,0,0,300.342310530943,,0,1,0,53.84044406467309,7.325337186630032,781.4387832676174,0.2911392405063291,49665.18770258372
24,C000005,25,0.0,0.0,0,0,300.342310530943,,0,1,0,53.84044406467309,7.325337186630032,781.4387832676174,0.2911392405063291,49665.18770258372
25,C000005,26,0.0,0.0,0,0,300.342310530943,,0,1,0,53.84044406467309,7.325337186630032,781.4387832676174,0.2911392405063291,49665.18770258372
26,C000009,1,0.0,0.0,0,0,2460.971262605018,,0,1,1,51.84804587030412,1.9296569688423653,733.2068509453362,0.09259259259259259,46088.08030765099
27,C000009,2,0.0,0.0,0,0,2460.971262605018,,0,1,1,51.84804587030412,1.9296569688423653,733.2068509453362,0.09259259259259259,46088.08030765099
